Gene	GeneName	LengthPI	TotalVariants	UniqueProteinVariants	UniqueCodingExons
596	BCL2 BCL2, apoptosis regulator	239	4	4	6
131669	UROC1 urocanate hydratase 1	736	2	2	22
598	BCL2L1 BCL2 like 1	233	10	2	5
599	BCL2L2 BCL2 like 2	193	2	1	2
602	BCL3 B cell CLL/lymphoma 3	454	6	6	17
604	BCL6 B cell CLL/lymphoma 6	706	5	2	9
605	BCL7A BCL tumor suppressor 7A	231	2	2	7
607	BCL9 B cell CLL/lymphoma 9	1426	5	3	10
608	TNFRSF17 TNF receptor superfamily member 17	184	1	1	3
610	HCN2 hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2	889	1	1	8
611	OPN1SW opsin 1, short wave sensitive	348	1	1	5
613	BCR BCR, RhoGEF and GTPase activating protein	1271	2	2	23
153020	RASGEF1B RasGEF domain family member 1B	473	5	4	14
344167	FOXI3 forkhead box I3	420	1	1	2
622	BDH1 3-hydroxybutyrate dehydrogenase 1	343	15	6	11
623	BDKRB1 bradykinin receptor B1	353	1	1	1
624	BDKRB2 bradykinin receptor B2	391	1	1	2
627	BDNF brain derived neurotrophic factor	329	18	5	8
629	CFB complement factor B	764	1	1	18
631	BFSP1 beaded filament structural protein 1	665	6	5	11
632	BGLAP bone gamma-carboxyglutamate protein	100	1	1	4
633	BGN biglycan	368	2	1	9
634	CEACAM1 carcinoembryonic antigen related cell adhesion molecule 1	526	7	7	13
635	BHMT betaine--homocysteine S-methyltransferase	406	1	1	8
636	BICD1 BICD cargo adaptor 1	975	11	11	20
637	BID BH3 interacting domain death agonist	241	8	4	7
638	BIK BCL2 interacting killer	160	1	1	4
639	PRDM1 PR/SET domain 1	825	7	6	11
640	BLK BLK proto-oncogene, Src family tyrosine kinase	505	7	6	15
641	BLM Bloom syndrome RecQ like helicase	1417	7	6	24
642	BLMH bleomycin hydrolase	455	1	1	12
643	CXCR5 C-X-C motif chemokine receptor 5	372	2	2	3
644	BLVRA biliverdin reductase A	296	4	1	7
645	BLVRB biliverdin reductase B	206	1	1	5
646	BNC1 basonuclin 1	994	4	4	9
648	BMI1 BMI1 proto-oncogene, polycomb ring finger	326	1	1	9
197257	LDHD lactate dehydrogenase D	507	2	2	12
650	BMP2 bone morphogenetic protein 2	396	2	2	3
197259	MLKL mixed lineage kinase domain like pseudokinase	471	4	3	11
652	BMP4 bone morphogenetic protein 4	408	6	2	3
653	BMP5 bone morphogenetic protein 5	454	5	5	12
654	BMP6 bone morphogenetic protein 6	513	1	1	7
655	BMP7 bone morphogenetic protein 7	431	1	1	7
656	BMP8B bone morphogenetic protein 8b	402	7	7	15
657	BMPR1A bone morphogenetic protein receptor type 1A	532	3	1	12
658	BMPR1B bone morphogenetic protein receptor type 1B	532	9	2	12
659	BMPR2 bone morphogenetic protein receptor type 2	1038	2	2	15
660	BMX BMX non-receptor tyrosine kinase	675	4	3	19
661	POLR3D RNA polymerase III subunit D	398	1	1	8
662	BNIP1 BCL2 interacting protein 1	271	6	6	10
663	BNIP2 BCL2 interacting protein 2	447	3	3	12
664	BNIP3 BCL2 interacting protein 3	259	1	1	6
665	BNIP3L BCL2 interacting protein 3 like	219	2	2	6
666	BOK BOK, BCL2 family apoptosis regulator	212	5	3	6
667	DST dystonin	5675	38	38	129
668	FOXL2 forkhead box L2	376	1	1	1
669	BPGM bisphosphoglycerate mutase	259	4	1	2
670	BPHL biphenyl hydrolase like	291	2	2	8
671	BPI bactericidal permeability increasing protein	487	1	1	15
672	BRCA1 BRCA1, DNA repair associated	1884	5	5	25
673	BRAF B-Raf proto-oncogene, serine/threonine kinase	766	3	3	22
675	BRCA2 BRCA2, DNA repair associated	3418	1	1	26
676	BRDT bromodomain testis associated	951	17	4	20
677	ZFP36L1 ZFP36 ring finger protein like 1	407	3	2	5
678	ZFP36L2 ZFP36 ring finger protein like 2	494	1	1	2
680	BRS3 bombesin receptor subtype 3	399	1	1	3
682	BSG basigin (Ok blood group)	385	6	4	11
683	BST1 bone marrow stromal cell antigen 1	318	9	9	16
684	BST2 bone marrow stromal cell antigen 2	180	1	1	4
685	BTC betacellulin	178	4	3	8
686	BTD biotinidase	545	8	5	8
687	KLF9 Kruppel like factor 9	244	1	1	2
688	KLF5 Kruppel like factor 5	457	2	2	4
689	BTF3 basic transcription factor 3	206	2	2	6
115	ADCY9 adenylate cyclase 9	1353	3	3	13
694	BTG1 BTG anti-proliferation factor 1	171	1	1	2
695	BTK Bruton tyrosine kinase	693	3	3	20
696	BTN1A1 butyrophilin subfamily 1 member A1	526	2	2	9
699	BUB1 BUB1 mitotic checkpoint serine/threonine kinase	1085	3	3	26
701	BUB1B BUB1 mitotic checkpoint serine/threonine kinase B	1050	1	1	23
55870	ASH1L ASH1 like histone lysine methyltransferase	2964	12	7	33
22937	SCAP SREBF chaperone	1279	11	9	25
705	BYSL bystin like	437	1	1	7
706	TSPO translocator protein	169	3	1	3
708	C1QBP complement C1q binding protein	282	1	1	6
710	SERPING1 serpin family G member 1	500	2	1	8
712	C1QA complement C1q A chain	245	1	1	2
713	C1QB complement C1q B chain	253	2	1	2
197322	ACSF3 acyl-CoA synthetase family member 3	576	12	7	14
715	C1R complement C1r	705	2	2	13
716	C1S complement C1s	688	3	1	12
717	C2 complement C2	752	6	6	21
718	C3 complement C3	1663	1	1	41
719	C3AR1 complement C3a receptor 1	482	1	1	1
720	C4A complement C4A (Rodgers blood group)	1744	2	2	42
721	C4B complement C4B (Chido blood group)	1744	1	1	41
722	C4BPA complement component 4 binding protein alpha	597	3	1	13
725	C4BPB complement component 4 binding protein beta	252	7	3	10
726	CAPN5 calpain 5	640	3	3	14
727	C5 complement C5	1682	7	6	46
728	C5AR1 complement C5a receptor 1	350	2	2	3
729	C6 complement C6	934	13	8	21
730	C7 complement C7	843	1	1	18
731	C8A complement C8 alpha chain	584	3	3	14
732	C8B complement C8 beta chain	591	4	4	14
733	C8G complement C8 gamma chain	202	1	1	7
197342	EME2 essential meiotic structure-specific endonuclease subunit 2	379	3	3	11
735	C9 complement C9	559	1	1	11
738	VPS51 VPS51, GARP complex subunit	782	1	1	10
740	MRPL49 mitochondrial ribosomal protein L49	166	1	1	4
741	ZNHIT2 zinc finger HIT-type containing 2	403	1	1	1
389558	FAM180A family with sequence similarity 180 member A	173	2	1	5
744	MPPED2 metallophosphoesterase domain containing 2	294	15	6	12
745	MYRF myelin regulatory factor	1151	10	10	33
746	TMEM258 transmembrane protein 258	79	1	1	3
747	DAGLA diacylglycerol lipase alpha	1042	4	3	22
54738	FEV FEV, ETS transcription factor	238	1	1	3
197358	NLRC3 NLR family CARD domain containing 3	1065	14	5	23
752	FMNL1 formin like 1	1100	11	10	38
753	LDLRAD4 low density lipoprotein receptor class A domain containing 4	306	23	10	9
754	PTTG1IP PTTG1 interacting protein	180	2	2	6
755	C21orf2 chromosome 21 open reading frame 2	375	9	9	13
645974	PABPC1L2B poly(A) binding protein cytoplasmic 1 like 2B	200	1	1	1
757	TMEM50B transmembrane protein 50B	158	2	1	7
758	MPPED1 metallophosphoesterase domain containing 1	326	2	1	7
131831	ERICH6 glutamate rich 6	663	3	3	16
760	CA2 carbonic anhydrase 2	260	2	2	7
761	CA3 carbonic anhydrase 3	260	1	1	7
197370	NSMCE1 NSE1 homolog, SMC5-SMC6 complex component	266	7	3	8
763	CA5A carbonic anhydrase 5A	305	5	5	12
765	CA6 carbonic anhydrase 6	313	6	6	13
766	CA7 carbonic anhydrase 7	264	5	3	10
767	CA8 carbonic anhydrase 8	290	7	6	15
768	CA9 carbonic anhydrase 9	459	1	1	11
770	CA11 carbonic anhydrase 11	328	1	1	9
771	CA12 carbonic anhydrase 12	354	3	3	11
773	CACNA1A calcium voltage-gated channel subunit alpha1 A	2512	5	5	51
774	CACNA1B calcium voltage-gated channel subunit alpha1 B	2339	12	12	53
775	CACNA1C calcium voltage-gated channel subunit alpha1 C	2221	56	56	66
776	CACNA1D calcium voltage-gated channel subunit alpha1 D	2181	18	18	58
777	CACNA1E calcium voltage-gated channel subunit alpha1 E	2313	12	11	52
778	CACNA1F calcium voltage-gated channel subunit alpha1 F	1977	5	5	53
779	CACNA1S calcium voltage-gated channel subunit alpha1 S	1873	2	2	46
780	DDR1 discoidin domain receptor tyrosine kinase 1	919	19	10	21
781	CACNA2D1 calcium voltage-gated channel auxiliary subunit alpha2delta 1	1091	14	14	51
782	CACNB1 calcium voltage-gated channel auxiliary subunit beta 1	598	13	11	22
783	CACNB2 calcium voltage-gated channel auxiliary subunit beta 2	660	15	14	24
784	CACNB3 calcium voltage-gated channel auxiliary subunit beta 3	484	9	5	17
785	CACNB4 calcium voltage-gated channel auxiliary subunit beta 4	520	18	16	26
786	CACNG1 calcium voltage-gated channel auxiliary subunit gamma 1	222	1	1	4
492307	PPDPFL pancreatic progenitor cell differentiation and proliferation factor like	84	4	3	6
788	SLC25A20 solute carrier family 25 member 20	301	1	1	9
790	CAD carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	2225	4	4	46
492311	IGIP IgA inducing protein	53	1	1	1
84458	LCOR ligand dependent nuclear receptor corepressor	406	10	6	12
793	CALB1 calbindin 1	261	1	1	11
794	CALB2 calbindin 2	271	2	2	11
795	S100G S100 calcium binding protein G	79	2	1	4
796	CALCA calcitonin related polypeptide alpha	141	5	2	5
797	CALCB calcitonin related polypeptide beta	127	1	1	3
131870	NUDT16 nudix hydrolase 16	195	3	3	6
197407	ZNF48 zinc finger protein 48	618	4	2	3
800	CALD1 caldesmon 1	793	10	9	18
801	CALM1 calmodulin 1	149	2	2	8
805	CALM2 calmodulin 2	197	4	3	7
808	CALM3 calmodulin 3	149	1	1	6
169436	STKLD1 serine/threonine kinase like domain containing 1	680	1	1	18
810	CALML3 calmodulin like 3	149	1	1	1
811	CALR calreticulin	417	1	1	9
813	CALU calumenin	323	6	6	9
814	CAMK4 calcium/calmodulin dependent protein kinase IV	473	5	2	12
815	CAMK2A calcium/calmodulin dependent protein kinase II alpha	489	3	3	19
816	CAMK2B calcium/calmodulin dependent protein kinase II beta	666	36	35	28
817	CAMK2D calcium/calmodulin dependent protein kinase II delta	533	48	43	29
131890	GRK7 G protein-coupled receptor kinase 7	553	2	1	6
819	CAMLG calcium modulating ligand	296	2	2	6
820	CAMP cathelicidin antimicrobial peptide	173	1	1	4
821	CANX calnexin	592	4	2	16
822	CAPG capping actin protein, gelsolin like	348	8	3	11
823	CAPN1 calpain 1	714	5	1	21
824	CAPN2 calpain 2	700	3	3	24
825	CAPN3 calpain 3	821	6	5	24
826	CAPNS1 calpain small subunit 1	268	7	4	13
827	CAPN6 calpain 6	641	1	1	12
828	CAPS calcyphosine	275	2	2	6
829	CAPZA1 capping actin protein of muscle Z-line alpha subunit 1	286	3	3	13
830	CAPZA2 capping actin protein of muscle Z-line alpha subunit 2	286	1	1	10
831	CAST calpastatin	750	52	48	43
832	CAPZB capping actin protein of muscle Z-line beta subunit	301	12	11	16
833	CARS cysteinyl-tRNA synthetase	831	9	8	27
834	CASP1 caspase 1	404	11	8	14
835	CASP2 caspase 2	452	3	3	14
836	CASP3 caspase 3	277	3	1	6
837	CASP4 caspase 4	377	4	3	9
838	CASP5 caspase 5	447	5	5	12
839	CASP6 caspase 6	293	2	2	7
840	CASP7 caspase 7	388	12	9	16
841	CASP8 caspase 8	538	21	10	12
842	CASP9 caspase 9	416	5	4	12
843	CASP10 caspase 10	522	10	10	13
164684	WBP2NL WBP2 N-terminal like	309	1	1	6
845	CASQ2 calsequestrin 2	399	1	1	11
846	CASR calcium sensing receptor	1088	6	4	9
847	CAT catalase	527	1	1	13
131920	TMEM207 transmembrane protein 207	146	1	1	5
349667	RTN4RL2 reticulon 4 receptor like 2	420	1	1	3
11065	UBE2C ubiquitin conjugating enzyme E2 C	179	6	6	7
857	CAV1 caveolin 1	178	4	2	4
858	CAV2 caveolin 2	162	4	4	4
859	CAV3 caveolin 3	151	2	1	3
860	RUNX2 runt related transcription factor 2	521	17	17	17
861	RUNX1 runt related transcription factor 1	480	10	9	12
862	RUNX1T1 RUNX1 translocation partner 1	663	31	10	27
863	CBFA2T3 CBFA2/RUNX1 translocation partner 3	653	5	5	17
864	RUNX3 runt related transcription factor 3	429	6	4	11
865	CBFB core-binding factor beta subunit	187	6	6	9
866	SERPINA6 serpin family A member 6	405	1	1	4
867	CBL Cbl proto-oncogene	906	3	3	17
868	CBLB Cbl proto-oncogene B	1010	29	21	28
869	CBLN1 cerebellin 1 precursor	193	1	1	3
871	SERPINH1 serpin family H member 1	418	3	1	5
873	CBR1 carbonyl reductase 1	277	2	2	4
164714	TTLL8 tubulin tyrosine ligase like 8	752	1	1	13
875	CBS cystathionine-beta-synthase	551	18	7	20
100533105	C8orf44-SGK3 C8orf44-SGK3 readthrough	496	1	1	16
100533106	ZHX1-C8orf76 ZHX1-C8orf76 readthrough	292	1	1	5
883	KYAT1 kynurenine aminotransferase 1	516	19	7	18
885	CCK cholecystokinin	115	2	1	2
886	CCKAR cholecystokinin A receptor	428	1	1	5
887	CCKBR cholecystokinin B receptor	447	4	4	7
114836	SLAMF6 SLAM family member 6	332	7	7	14
890	CCNA2 cyclin A2	432	1	1	8
891	CCNB1 cyclin B1	433	1	1	9
892	CCNC cyclin C	283	5	5	16
131965	METTL6 methyltransferase like 6	284	16	11	14
894	CCND2 cyclin D2	289	1	1	5
896	CCND3 cyclin D3	292	8	7	7
319089	TTC6 tetratricopeptide repeat domain 6	1902	8	8	36
898	CCNE1 cyclin E1	410	5	5	13
899	CCNF cyclin F	786	4	4	20
900	CCNG1 cyclin G1	295	2	1	5
901	CCNG2 cyclin G2	344	3	1	8
902	CCNH cyclin H	323	6	6	13
904	CCNT1 cyclin T1	726	3	3	10
905	CCNT2 cyclin T2	663	11	9	19
100303755	PET117 PET117 homolog	81	1	1	2
908	CCT6A chaperonin containing TCP1 subunit 6A	531	2	2	14
909	CD1A CD1a molecule	327	2	2	7
910	CD1B CD1b molecule	333	5	5	11
911	CD1C CD1c molecule	333	2	2	7
912	CD1D CD1d molecule	335	6	3	8
913	CD1E CD1e molecule	388	15	14	11
914	CD2 CD2 molecule	351	1	1	5
915	CD3D CD3d molecule	171	3	2	6
916	CD3E CD3e molecule	207	1	1	8
917	CD3G CD3g molecule	182	3	2	9
919	CD247 CD247 molecule	164	6	6	13
920	CD4 CD4 molecule	458	6	3	10
921	CD5 CD5 molecule	495	1	1	10
922	CD5L CD5 molecule like	347	3	3	8
923	CD6 CD6 molecule	668	9	9	14
924	CD7 CD7 molecule	240	3	2	7
925	CD8A CD8a molecule	235	3	2	7
926	CD8B CD8b molecule	243	6	6	10
928	CD9 CD9 molecule	228	3	3	11
132001	TAMM41 TAM41 mitochondrial translocator assembly and maintenance homolog	337	10	9	14
930	CD19 CD19 molecule	557	5	5	18
931	MS4A1 membrane spanning 4-domains A1	297	2	1	7
932	MS4A3 membrane spanning 4-domains A3	214	4	4	7
933	CD22 CD22 molecule	847	5	5	16
939	CD27 CD27 molecule	260	5	5	12
940	CD28 CD28 molecule	220	6	6	10
164781	DAW1 dynein assembly factor with WD repeats 1	415	3	3	14
942	CD86 CD86 molecule	329	5	5	7
943	TNFRSF8 TNF receptor superfamily member 8	595	4	4	18
944	TNFSF8 TNF superfamily member 8	164	2	2	6
945	CD33 CD33 molecule	364	8	6	11
946	SIGLEC6 sialic acid binding Ig like lectin 6	453	14	14	21
947	CD34 CD34 molecule	385	2	2	9
948	CD36 CD36 molecule	472	11	4	15
949	SCARB1 scavenger receptor class B member 1	509	2	2	13
950	SCARB2 scavenger receptor class B member 2	478	2	2	12
951	CD37 CD37 molecule	281	8	4	10
952	CD38 CD38 molecule	300	1	1	8
953	ENTPD1 ectonucleoside triphosphate diphosphohydrolase 1	522	23	18	30
100533178	PRORY proline rich, Y-linked	182	2	2	6
955	ENTPD6 ectonucleoside triphosphate diphosphohydrolase 6 (putative)	484	33	27	22
956	ENTPD3 ectonucleoside triphosphate diphosphohydrolase 3	529	4	3	12
100533181	FXYD6-FXYD2 FXYD6-FXYD2 readthrough	144	2	2	10
958	CD40 CD40 molecule	281	10	10	17
959	CD40LG CD40 ligand	261	1	1	5
960	CD44 CD44 molecule (Indian blood group)	742	29	29	24
961	CD47 CD47 molecule	323	5	5	15
962	CD48 CD48 molecule	243	5	5	7
963	CD53 CD53 molecule	219	3	2	7
965	CD58 CD58 molecule	250	3	3	8
966	CD59 CD59 molecule (CD59 blood group)	128	8	1	4
967	CD63 CD63 molecule	238	8	3	9
968	CD68 CD68 molecule	354	2	2	8
969	CD69 CD69 molecule	199	1	1	5
970	CD70 CD70 molecule	193	2	2	6
971	CD72 CD72 molecule	359	5	4	11
972	CD74 CD74 molecule	296	5	5	11
973	CD79A CD79a molecule	226	2	2	6
974	CD79B CD79b molecule	230	3	3	7
975	CD81 CD81 molecule	236	4	3	10
976	ADGRE5 adhesion G protein-coupled receptor E5	835	5	4	23
977	CD151 CD151 molecule (Raph blood group)	253	4	1	7
978	CDA cytidine deaminase	146	1	1	4
983	CDK1 cyclin dependent kinase 1	297	6	3	8
984	CDK11B cyclin dependent kinase 11B	795	18	15	23
987	LRBA LPS responsive beige-like anchor protein	2863	10	7	62
988	CDC5L cell division cycle 5 like	802	1	1	16
989	SEPT7 septin 7	437	15	11	26
990	CDC6 cell division cycle 6	560	3	2	13
991	CDC20 cell division cycle 20	499	1	1	10
164832	LONRF2 LON peptidase N-terminal domain and ring finger 2	754	2	2	14
993	CDC25A cell division cycle 25A	524	5	4	18
994	CDC25B cell division cycle 25B	580	10	9	18
995	CDC25C cell division cycle 25C	551	14	12	19
996	CDC27 cell division cycle 27	830	17	16	25
997	CDC34 cell division cycle 34	236	3	3	8
998	CDC42 cell division cycle 42	191	3	2	6
999	CDH1 cadherin 1	882	6	5	16
1000	CDH2 cadherin 2	906	4	4	20
1001	CDH3 cadherin 3	829	4	4	19
1002	CDH4 cadherin 4	916	3	3	17
1003	CDH5 cadherin 5	784	2	2	13
1004	CDH6 cadherin 6	790	4	2	13
1005	CDH7 cadherin 7	785	4	2	13
1006	CDH8 cadherin 8	799	3	3	14
1007	CDH9 cadherin 9	789	1	1	11
1008	CDH10 cadherin 10	788	5	3	13
1009	CDH11 cadherin 11	693	7	3	13
1010	CDH12 cadherin 12	794	6	2	12
1012	CDH13 cadherin 13	760	9	9	23
1013	CDH15 cadherin 15	814	1	1	14
1014	CDH16 cadherin 16	829	6	6	22
1015	CDH17 cadherin 17	832	3	2	18
1016	CDH18 cadherin 18	790	27	6	18
1017	CDK2 cyclin dependent kinase 2	298	4	4	8
1018	CDK3 cyclin dependent kinase 3	305	1	1	7
1019	CDK4 cyclin dependent kinase 4	303	1	1	7
1020	CDK5 cyclin dependent kinase 5	292	2	2	12
1021	CDK6 cyclin dependent kinase 6	326	3	1	8
1022	CDK7 cyclin dependent kinase 7	346	10	6	14
11093	ADAMTS13 ADAM metallopeptidase with thrombospondin type 1 motif 13	1427	10	10	35
1024	CDK8 cyclin dependent kinase 8	464	7	6	14
1025	CDK9 cyclin dependent kinase 9	372	2	2	9
1026	CDKN1A cyclin dependent kinase inhibitor 1A	198	5	2	3
1027	CDKN1B cyclin dependent kinase inhibitor 1B	198	1	1	2
1028	CDKN1C cyclin dependent kinase inhibitor 1C	316	5	3	6
1029	CDKN2A cyclin dependent kinase inhibitor 2A	167	8	7	9
1030	CDKN2B cyclin dependent kinase inhibitor 2B	138	2	2	3
1031	CDKN2C cyclin dependent kinase inhibitor 2C	168	2	1	4
1032	CDKN2D cyclin dependent kinase inhibitor 2D	166	2	1	3
1033	CDKN3 cyclin dependent kinase inhibitor 3	212	3	3	11
1036	CDO1 cysteine dioxygenase type 1	219	4	4	7
1038	CDR1 cerebellar degeneration related protein 1	262	1	1	1
1039	CDR2 cerebellar degeneration related protein 2	454	1	1	5
132112	RTP1 receptor transporter protein 1	263	1	1	2
1041	CDSN corneodesmosin	529	1	1	2
1043	CD52 CD52 molecule	61	1	1	2
1044	CDX1 caudal type homeobox 1	265	1	1	3
1045	CDX2 caudal type homeobox 2	313	6	6	11
1046	CDX4 caudal type homeobox 4	284	1	1	3
1047	CLGN calmegin	610	2	1	14
1048	CEACAM5 carcinoembryonic antigen related cell adhesion molecule 5	702	7	5	11
1050	CEBPA CCAAT/enhancer binding protein alpha	393	4	4	1
1051	CEBPB CCAAT/enhancer binding protein beta	345	3	3	1
1052	CEBPD CCAAT/enhancer binding protein delta	269	1	1	1
1053	CEBPE CCAAT/enhancer binding protein epsilon	281	1	1	2
1054	CEBPG CCAAT/enhancer binding protein gamma	150	2	1	1
1056	CEL carboxyl ester lipase	756	1	1	11
1058	CENPA centromere protein A	140	2	2	5
1059	CENPB centromere protein B	599	1	1	1
1060	CENPC centromere protein C	943	3	3	23
1062	CENPE centromere protein E	2701	9	9	53
1063	CENPF centromere protein F	3114	3	2	21
1066	CES1 carboxylesterase 1	568	4	4	17
1068	CETN1 centrin 1	172	1	1	1
132141	IQCF1 IQ motif containing F1	205	3	2	6
1070	CETN3 centrin 3	191	3	3	7
1071	CETP cholesteryl ester transfer protein	493	3	3	18
1072	CFL1 cofilin 1	166	1	1	4
1073	CFL2 cofilin 2	166	4	2	6
1075	CTSC cathepsin C	463	3	3	10
1080	CFTR cystic fibrosis transmembrane conductance regulator	1480	5	3	29
1081	CGA glycoprotein hormones, alpha polypeptide	147	2	2	4
1084	CEACAM3 carcinoembryonic antigen related cell adhesion molecule 3	252	2	2	7
132158	GLYCTK glycerate kinase	523	3	3	6
1087	CEACAM7 carcinoembryonic antigen related cell adhesion molecule 7	265	2	1	4
1088	CEACAM8 carcinoembryonic antigen related cell adhesion molecule 8	349	9	6	11
1089	CEACAM4 carcinoembryonic antigen related cell adhesion molecule 4	244	25	25	22
11105	PRDM7 PR/SET domain 7	492	7	5	13
121340	SP7 Sp7 transcription factor	431	4	2	3
55684	RABL6 RAB, member RAS oncogene family like 6	730	3	3	17
1101	CHAD chondroadherin	359	2	2	5
1102	RCBTB2 RCC1 and BTB domain containing protein 2	556	20	9	18
1103	CHAT choline O-acetyltransferase	748	7	3	16
1104	RCC1 regulator of chromosome condensation 1	452	4	3	11
1105	CHD1 chromodomain helicase DNA binding protein 1	1710	6	4	36
1106	CHD2 chromodomain helicase DNA binding protein 2	1828	2	2	39
1107	CHD3 chromodomain helicase DNA binding protein 3	2059	20	20	54
1108	CHD4 chromodomain helicase DNA binding protein 4	1912	18	17	45
1109	AKR1C4 aldo-keto reductase family 1 member C4	323	1	1	9
1111	CHEK1 checkpoint kinase 1	476	9	5	16
1112	FOXN3 forkhead box N3	490	2	2	6
1113	CHGA chromogranin A	457	3	2	9
1114	CHGB chromogranin B	677	1	1	5
1116	CHI3L1 chitinase 3 like 1	383	1	1	10
1117	CHI3L2 chitinase 3 like 2	390	3	3	10
1118	CHIT1 chitinase 1	466	3	3	14
1119	CHKA choline kinase alpha	457	4	4	14
1120	CHKB choline kinase beta	395	1	1	11
1121	CHM CHM, Rab escort protein 1	653	8	4	20
1122	CHML CHM like, Rab escort protein 2	656	1	1	1
1123	CHN1 chimerin 1	459	3	3	15
1124	CHN2 chimerin 2	543	19	19	24
1128	CHRM1 cholinergic receptor muscarinic 1	460	2	1	2
1129	CHRM2 cholinergic receptor muscarinic 2	466	9	1	2
1130	LYST lysosomal trafficking regulator	3801	13	10	59
1131	CHRM3 cholinergic receptor muscarinic 3	590	20	1	2
132204	SYNPR synaptoporin	285	4	4	11
1133	CHRM5 cholinergic receptor muscarinic 5	532	2	1	2
1134	CHRNA1 cholinergic receptor nicotinic alpha 1 subunit	482	4	4	13
1135	CHRNA2 cholinergic receptor nicotinic alpha 2 subunit	529	8	4	9
1136	CHRNA3 cholinergic receptor nicotinic alpha 3 subunit	505	3	3	8
1137	CHRNA4 cholinergic receptor nicotinic alpha 4 subunit	627	5	4	8
1138	CHRNA5 cholinergic receptor nicotinic alpha 5 subunit	468	4	4	11
1139	CHRNA7 cholinergic receptor nicotinic alpha 7 subunit	531	8	8	17
1140	CHRNB1 cholinergic receptor nicotinic beta 1 subunit	501	1	1	11
1141	CHRNB2 cholinergic receptor nicotinic beta 2 subunit	502	2	2	8
1142	CHRNB3 cholinergic receptor nicotinic beta 3 subunit	458	2	2	7
1143	CHRNB4 cholinergic receptor nicotinic beta 4 subunit	498	12	9	12
1144	CHRND cholinergic receptor nicotinic delta subunit	517	5	5	14
1145	CHRNE cholinergic receptor nicotinic epsilon subunit	493	2	2	14
