Type	N	C	B
Both_coding	12875,0.4	5470,0.301	1104,0.193
CParent_NCchild	3270,0.102	861,0.047	937,0.164
NCParent_Cchild	4691,0.146	9250,0.508	1083,0.19
Both_NonCoding	11339,0.352	2616,0.144	2586,0.453


N segregation
Type	Total	Freq
relevant	5686	0.44
ATIT:Same_amino_acid	6698	0.52
ATIT:Diff_amino_acid	58	0.0
Variation_in_coding_coods	217	0.02
pseudoC	0	0.0
pseudoN	0	0.0
No_overlap_exists	216	0.02


C segregation
Type	Total	Freq
relevant	3066	0.56
ATIT:Same_amino_acid	1824	0.33
ATIT:Diff_amino_acid	60	0.01
Variation_in_coding_coods	359	0.07
pseudoC	0	0.0
pseudoN	0	0.0
No_overlap_exists	161	0.03


B segregation
Type	Total	Freq
relevant	291	0.26
ATIT:Same_amino_acid	18	0.02
ATIT:Diff_amino_acid	4	0.0
Variation_in_coding_coods	0	0.0
pseudoC	244	0.22
pseudoN	126	0.11
No_overlap_exists	421	0.38


For N from total relevant :5686 cases 1440(0.253) have length change of -2 to 2
For C from total relevant :3066 cases 312(0.102) have length change of -2 to 2
For B from total relevant :291 cases 24(0.082) have length change of -2 to 2
All genes in which N cases are presnet are:6599
Genes in which N cases are presnet and both coding with length out of -2 to 2 arr:4243
All genes in which C cases are presnet are:3374
Genes in which C cases are presnet and both coding with length out of -2 to 2 arr:2754
All genes in which B cases are presnet are:767
Genes in which B cases are presnet and both coding with length out of -2 to 2 arr:279
All genes in which NCB union cases are presnet are:8222
Genes in which uninon NCB cases are presnet and both coding with length out of -2 to 2 arr:7275
All genes in which NCB intersection cases are presnet are:277
Genes in which intersection NCB cases are presnet and both coding with length out of -2 to 2 arr:0

Genes_list_N
Gene	Length	Structure	Variants	Name
254887	-129	XP_005247327.1	False	ZDHHC23 zinc finger DHHC-type containing 23
6927	-7	NP_000536.5	1.0	HNF1A HNF1 homeobox A
146802	36	XP_016879710.1	False	SLC47A2 solute carrier family 47 member 2
85360	-67	NP_001287839.1	1.0	SYDE1 synapse defective Rho GTPase homolog 1
83445	8	XP_011519162.1	False	GSG1 germ cell associated 1
401720	52	XP_016874787.1	1.0	FIGNL2 fidgetin like 2
116113	7	XP_016865723.1	1.0	FOXP4 forkhead box P4
113655	-3	XP_011515108.1	1.0	MFSD3 major facilitator superfamily domain containing 3
85413	-10	XP_011534510.1	1.0	SLC22A16 solute carrier family 22 member 16
4286	16	XP_011532024.1	1.0	MITF melanogenesis associated transcription factor
80142	-12	NP_001243264.1	1.0	PTGES2 prostaglandin E synthase 2
78997	-19	NP_001243669.1	1.0	GDAP1L1 ganglioside induced differentiation associated protein 1 like 1
124402	-25	XP_016878426.1	1.0	UBALD1 UBA like domain containing 1
9986	-8	NP_001027450.1	False	RCE1 Ras converting CAAX endopeptidase 1
163059	-3	NP_001295277.1	1.0	ZNF433 zinc finger protein 433
10062	-31	XP_005252766.1	1.0	NR1H3 nuclear receptor subfamily 1 group H member 3
1014	-25	NP_001191675.1	1.0	CDH16 cadherin 16
54997	53	XP_016875021.1	1.0	TESC tescalcin
200159	-32	NP_001263277.1	False	C1orf100 chromosome 1 open reading frame 100
9746	33	XP_006719226.1	1.0	CLSTN3 calsyntenin 3
1175	14	NP_001288007.1	1.0	AP2S1 adaptor related protein complex 2 sigma 1 subunit
389161	-19	XP_011511100.1	1.0	ANKUB1 ankyrin repeat and ubiquitin domain containing 1
22838	-3	XP_006714894.1	1.0	RNF44 ring finger protein 44
8822	47	XP_005273732.1	1.0	FGF17 fibroblast growth factor 17
127003	10	XP_011538949.1	False	C1orf194 chromosome 1 open reading frame 194
255349	61	XP_011528396.1	False	TMEM211 transmembrane protein 211
27235	-16	XP_016863521.1	False	COQ2 coenzyme Q2, polyprenyltransferase
10382	-40	NP_001276058.1	1.0	TUBB4A tubulin beta 4A class IVa
128387	-7	XP_011507504.1	1.0	TATDN3 TatD DNase domain containing 3
8792	-14	NP_001265197.1	1.0	TNFRSF11A TNF receptor superfamily member 11a
55154	6	XP_016857100.1	1.0	MSTO1 misato 1, mitochondrial distribution and morphology regulator
91828	5	XP_011535635.1	False	EXOC3L4 exocyst complex component 3 like 4
10226	-12	NP_001157666.1	1.0	PLIN3 perilipin 3
79639	-31	NP_001287677.1	False	TMEM53 transmembrane protein 53
4582	-134	NP_001037855.1	False	MUC1 mucin 1, cell surface associated
653145	29	XP_011538398.1	1.0	ANXA8 annexin A8
327	69	XP_011531961.1	1.0	APEH acylaminoacyl-peptide hydrolase
10462	-4	XP_011521917.1	1.0	CLEC10A C-type lectin domain containing 10A
6667	-48	NP_001238754.1	1.0	SP1 Sp1 transcription factor
4234	25	XP_016874794.1	1.0	METTL1 methyltransferase like 1
54963	8	XP_006723874.1	1.0	UCKL1 uridine-cytidine kinase 1 like 1
8532	-97	NP_001014448.1	False	CPZ carboxypeptidase Z
1500	-54	NP_001193820.1	1.0	CTNND1 catenin delta 1
54849	-33	XP_016878850.1	1.0	DEF8 differentially expressed in FDCP 8 homolog
284904	77	XP_016884276.1	1.0	SEC14L4 SEC14 like lipid binding 4
9938	13	NP_001159748.1	1.0	ARHGAP25 Rho GTPase activating protein 25
246330	-3	NP_001230064.1	False	PELI3 pellino E3 ubiquitin protein ligase family member 3
6547	-3	NP_489479.1	1.0	SLC8A3 solute carrier family 8 member A3
84309	14	XP_005255690.1	1.0	NUDT16L1 nudix hydrolase 16 like 1
154197	14	XP_011533793.1	1.0	PNLDC1 PARN like, ribonuclease domain containing 1
127579	-40	XP_011507490.1	False	DCST2 DC-STAMP domain containing 2
7852	9	NP_001008540.1	1.0	CXCR4 C-X-C motif chemokine receptor 4
113251	21	XP_011536133.1	1.0	LARP4 La ribonucleoprotein domain family member 4
9751	33	XP_011527704.1	False	SNPH syntaphilin
5778	-17	XP_011508123.1	False	PTPN7 protein tyrosine phosphatase, non-receptor type 7
4718	-23	NP_001190984.1	False	NDUFC2 NADH:ubiquinone oxidoreductase subunit C2
9398	-62	XP_016858335.1	1.0	CD101 CD101 molecule
54974	-31	NP_001304753.1	1.0	THG1L tRNA-histidine guanylyltransferase 1 like
5023	-17	XP_011522200.1	1.0	P2RX1 purinergic receptor P2X 1
127281	-11	XP_011538968.1	False	FAM213B family with sequence similarity 213 member B
92359	63	XP_016882960.1	False	CRB3 crumbs 3, cell polarity complex component
9436	-12	XP_016866989.1	1.0	NCR2 natural cytotoxicity triggering receptor 2
64062	10	XP_016876191.1	1.0	RBM26 RNA binding motif protein 26
1616	6	NP_001341.1	1.0	DAXX death domain associated protein
57092	-15	NP_001307326.1	False	PCNP PEST proteolytic signal containing nuclear protein
898	-3	XP_011525742.1	1.0	CCNE1 cyclin E1
219902	-22	NP_001185600.1	False	TMEM136 transmembrane protein 136
7549	-13	NP_066574.2	False	ZNF2 zinc finger protein 2
27129	4	XP_011539552.1	1.0	HSPB7 heat shock protein family B (small) member 7
55906	-5	NP_001171503.1	False	ZC4H2 zinc finger C4H2-type containing
201514	8	XP_005258687.1	1.0	ZNF584 zinc finger protein 584
11061	4	XP_011533201.1	1.0	CNMD chondromodulin
100287171	-3	XP_011515961.1	False	WASHC1 WASH complex subunit 1
2110	-3	NP_001268667.1	1.0	ETFDH electron transfer flavoprotein dehydrogenase
2253	-11	NP_149354.1	1.0	FGF8 fibroblast growth factor 8
60686	-180	NP_001269897.1	False	C14orf93 chromosome 14 open reading frame 93
613227	3	XP_016875273.1	1.0	HIGD1C HIG1 hypoxia inducible domain family member 1C
5913	28	XP_011518554.1	1.0	RAPSN receptor associated protein of the synapse
84271	-17	XP_016884500.1	1.0	POLDIP3 DNA polymerase delta interacting protein 3
78997	-19	NP_076939.3	1.0	GDAP1L1 ganglioside induced differentiation associated protein 1 like 1
127247	-104	XP_006710408.1	False	ASB17 ankyrin repeat and SOCS box containing 17
9444	-8	XP_011534561.1	1.0	QKI QKI, KH domain containing RNA binding
102724488	-7	XP_006718156.1	1.0	LOC102724488 synaptotagmin-15
2873	-4	XP_016880024.1	1.0	GPS1 G protein pathway suppressor 1
80114	77	XP_011538490.2	1.0	BICC1 BicC family RNA binding protein 1
126006	61	XP_016881739.1	1.0	PCP2 Purkinje cell protein 2
221481	9	XP_011512683.1	1.0	ARMC12 armadillo repeat containing 12
26234	-17	NP_001180464.1	1.0	FBXL5 F-box and leucine rich repeat protein 5
6632	-41	NP_001278845.1	1.0	SNRPD1 small nuclear ribonucleoprotein D1 polypeptide
6813	-11	XP_011526514.1	1.0	STXBP2 syntaxin binding protein 2
11245	21	NP_009154.1	1.0	GPR176 G protein-coupled receptor 176
107984859	-84	XP_016879415.1	False	LOC107984859 uncharacterized LOC107984859
10236	-3	NP_001284551.1	1.0	HNRNPR heterogeneous nuclear ribonucleoprotein R
92211	-23	XP_011538641.1	1.0	CDHR1 cadherin related family member 1
8714	18	XP_011523725.1	1.0	ABCC3 ATP binding cassette subfamily C member 3
27039	-22	NP_001245377.1	1.0	PKD2L2 polycystin 2 like 2, transient receptor potential cation channel
65249	16	XP_016882642.1	False	ZSWIM4 zinc finger SWIM-type containing 4
148229	-53	NP_001171473.1	1.0	ATP8B3 ATPase phospholipid transporting 8B3
205860	3	XP_011530041.1	False	TRIML2 tripartite motif family like 2
4864	17	XP_011524317.1	1.0	NPC1 NPC intracellular cholesterol transporter 1
6920	-14	XP_016857692.1	1.0	TCEA3 transcription elongation factor A3
9047	-7	XP_016858255.1	1.0	SH2D2A SH2 domain containing 2A
127731	-19	XP_011538994.1	False	VWA5B1 von Willebrand factor A domain containing 5B1
479	-6	NP_001667.4	1.0	ATP12A ATPase H+/K+ transporting non-gastric alpha2 subunit
27166	-11	NP_001258757.1	False	PRELID1 PRELI domain containing 1
2232	6	NP_004101.3	False	FDXR ferredoxin reductase
26135	-6	NP_056455.3	False	SERBP1 SERPINE1 mRNA binding protein 1
2835	-159	XP_005266417.1	1.0	GPR12 G protein-coupled receptor 12
92154	40	XP_016879373.1	1.0	MTSS1L MTSS1L, I-BAR domain containing
85007	10	XP_011532974.1	1.0	PHYKPL 5-phosphohydroxy-L-lysine phospho-lyase
2661	-88	NP_001275753.1	1.0	GDF9 growth differentiation factor 9
5154	22	XP_011513719.1	1.0	PDGFA platelet derived growth factor subunit A
9913	3	NP_001269659.1	1.0	SUPT7L SPT7 like, STAGA complex gamma subunit
169841	-107	NP_001288204.1	1.0	ZNF169 zinc finger protein 169
340654	7	XP_011538053.1	1.0	LIPM lipase family member M
27130	-24	NP_001305311.1	1.0	INVS inversin
90557	4	XP_016860733.1	False	CCDC74A coiled-coil domain containing 74A
2350	8	XP_005273913.1	False	FOLR2 folate receptor beta
55279	202	XP_016862284.1	False	ZNF654 zinc finger protein 654
79981	-23	XP_011534440.1	1.0	FRMD1 FERM domain containing 1
23464	-26	XP_005261468.1	1.0	GCAT glycine C-acetyltransferase
92822	-6	XP_005256381.1	1.0	ZNF276 zinc finger protein 276
92558	28	XP_011537303.1	False	BICDL1 BICD family like cargo adaptor 1
401124	-21	XP_011511996.1	1.0	DTHD1 death domain containing 1
8811	-82	XP_011523729.1	1.0	GALR2 galanin receptor 2
4054	9	XP_016873226.1	1.0	LTBP3 latent transforming growth factor beta binding protein 3
1089	18	XP_016881702.1	1.0	CEACAM4 carcinoembryonic antigen related cell adhesion molecule 4
79171	-7	XP_005259314.1	1.0	RBM42 RNA binding motif protein 42
10005	-9	XP_005260296.1	1.0	ACOT8 acyl-CoA thioesterase 8
136288	-16	XP_011513424.1	False	C7orf57 chromosome 7 open reading frame 57
7411	-36	NP_003363.1	False	VBP1 VHL binding protein 1
80012	-4	XP_016862725.1	1.0	PHC3 polyhomeotic homolog 3
389643	24	XP_016868892.1	1.0	NUGGC nuclear GTPase, germinal center associated
6670	-3	NP_001166183.1	1.0	SP3 Sp3 transcription factor
10004	-48	XP_011543009.1	1.0	NAALADL1 N-acetylated alpha-linked acidic dipeptidase like 1
8808	-67	XP_006712885.1	1.0	IL1RL2 interleukin 1 receptor like 2
51548	-13	NP_001307992.1	1.0	SIRT6 sirtuin 6
29760	-19	NP_001245371.1	1.0	BLNK B cell linker
55210	-48	NP_001164007.1	1.0	ATAD3A ATPase family, AAA domain containing 3A
8312	5	XP_016879236.1	1.0	AXIN1 axin 1
8647	-19	XP_016860655.1	1.0	ABCB11 ATP binding cassette subfamily B member 11
9563	-3	XP_006711115.1	1.0	H6PD hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
84936	-28	XP_016878173.1	1.0	ZFYVE19 zinc finger FYVE-type containing 19
433	23	XP_011522164.2	1.0	ASGR2 asialoglycoprotein receptor 2
3581	6	XP_011529457.1	1.0	IL9R interleukin 9 receptor
10911	27	NP_006777.1	False	UTS2 urotensin 2
56833	-6	XP_011508078.1	1.0	SLAMF8 SLAM family member 8
10054	81	XP_005258461.2	1.0	UBA2 ubiquitin like modifier activating enzyme 2
283229	-9	XP_016873070.1	1.0	CRACR2B calcium release activated channel regulator 2B
55184	5	XP_016883401.1	1.0	DZANK1 double zinc ribbon and ankyrin repeat domains 1
2941	20	XP_005249092.1	1.0	GSTA4 glutathione S-transferase alpha 4
55300	-5	XP_005248231.1	False	PI4K2B phosphatidylinositol 4-kinase type 2 beta
9318	-7	NP_004227.1	1.0	COPS2 COP9 signalosome subunit 2
25820	-36	XP_011519740.1	1.0	ARIH1 ariadne RBR E3 ubiquitin protein ligase 1
58500	-5	NP_001103159.1	1.0	ZNF250 zinc finger protein 250
56301	42	XP_011525422.1	1.0	SLC7A10 solute carrier family 7 member 10
91442	-20	XP_005259450.1	1.0	FAAP24 Fanconi anemia core complex associated protein 24
56963	-11	NP_001159758.1	False	RGMA repulsive guidance molecule BMP co-receptor a
125950	-56	XP_011525973.1	False	RAVER1 ribonucleoprotein, PTB binding 1
946	11	XP_011525835.1	1.0	SIGLEC6 sialic acid binding Ig like lectin 6
79811	135	XP_016878067.1	1.0	SLTM SAFB like transcription modulator
5528	-8	NP_851308.1	1.0	PPP2R5D protein phosphatase 2 regulatory subunit B'delta
79574	8	XP_011540437.1	1.0	EPS8L3 EPS8 like 3
114880	3	XP_016858756.1	1.0	OSBPL6 oxysterol binding protein like 6
11159	8	XP_016858722.1	1.0	RABL2A RAB, member of RAS oncogene family like 2A
25930	-10	XP_005265088.2	1.0	PTPN23 protein tyrosine phosphatase, non-receptor type 23
3077	-14	NP_620572.1	1.0	HFE hemochromatosis
286097	-6	XP_011542809.1	1.0	MICU3 mitochondrial calcium uptake family member 3
23164	32	XP_011522064.1	1.0	MPRIP myosin phosphatase Rho interacting protein
9751	-44	NP_055538.2	False	SNPH syntaphilin
23623	-33	NP_001265156.1	1.0	RUSC1 RUN and SH3 domain containing 1
775	-3	XP_016875440.1	False	CACNA1C calcium voltage-gated channel subunit alpha1 C
5684	-7	NP_687033.1	1.0	PSMA3 proteasome subunit alpha 3
51693	-7	NP_001305461.1	1.0	TRAPPC2L trafficking protein particle complex 2 like
11130	-12	NP_001005413.1	False	ZWINT ZW10 interacting kinetochore protein
2905	75	XP_011522994.1	1.0	GRIN2C glutamate ionotropic receptor NMDA type subunit 2C
57826	-66	NP_001258116.1	1.0	RAP2C RAP2C, member of RAS oncogene family
90557	-66	NP_001245235.1	False	CCDC74A coiled-coil domain containing 74A
51105	-17	XP_016869002.1	1.0	PHF20L1 PHD finger protein 20 like 1
3373	-259	NP_695017.1	1.0	HYAL1 hyaluronoglucosaminidase 1
55283	11	XP_011540043.1	False	MCOLN3 mucolipin 3
2264	-76	XP_011532767.1	1.0	FGFR4 fibroblast growth factor receptor 4
54619	-12	NP_001127848.1	1.0	CCNJ cyclin J
137492	-9	XP_016868515.1	1.0	VPS37A VPS37A, ESCRT-I subunit
1748	22	XP_016879780.1	1.0	DLX4 distal-less homeobox 4
375757	-40	NP_001305021.1	1.0	SWI5 SWI5 homologous recombination repair protein
202151	-20	NP_001310209.1	1.0	RANBP3L RAN binding protein 3 like
22837	-17	NP_001265390.1	False	COBLL1 cordon-bleu WH2 repeat protein like 1
29991	-22	NP_055397.1	1.0	OBP2A odorant binding protein 2A
51102	-17	NP_001019903.2	False	MECR mitochondrial trans-2-enoyl-CoA reductase
249	-14	XP_016856392.1	1.0	ALPL alkaline phosphatase, liver/bone/kidney
7369	13	XP_016879130.1	1.0	UMOD uromodulin
346653	-9	NP_001122398.1	False	FAM71F2 family with sequence similarity 71 member F2
5745	13	XP_011532270.1	1.0	PTH1R parathyroid hormone 1 receptor
602	32	XP_011525500.2	1.0	BCL3 B cell CLL/lymphoma 3
55223	-4	XP_016857119.1	1.0	TRIM62 tripartite motif containing 62
374897	134	XP_011525231.1	False	SBSN suprabasin
55793	-125	NP_001156731.1	False	MINDY1 MINDY lysine 48 deubiquitinase 1
2006	5	NP_001075223.1	False	ELN elastin
23659	-41	XP_005255943.1	1.0	PLA2G15 phospholipase A2 group XV
283229	6	XP_011518313.1	1.0	CRACR2B calcium release activated channel regulator 2B
3077	-14	NP_620577.1	1.0	HFE hemochromatosis
920	94	NP_001181943.1	1.0	CD4 CD4 molecule
1786	-46	NP_001305660.1	1.0	DNMT1 DNA methyltransferase 1
221301	15	XP_016865879.1	False	CALHM4 calcium homeostasis modulator family member 4
1510	5	XP_011507547.1	1.0	CTSE cathepsin E
2326	-64	XP_006711304.1	1.0	FMO1 flavin containing monooxygenase 1
405	12	XP_011507848.1	1.0	ARNT aryl hydrocarbon receptor nuclear translocator
51517	-7	XP_016862089.1	1.0	NCKIPSD NCK interacting protein with SH3 domain
93349	17	XP_011510492.1	1.0	SP140L SP140 nuclear body protein like
55558	-82	XP_005274763.2	False	PLXNA3 plexin A3
51816	-42	NP_001269156.1	1.0	ADA2 adenosine deaminase 2
8555	121	XP_011517451.1	1.0	CDC14B cell division cycle 14B
283629	-10	XP_016876715.1	1.0	TSSK4 testis specific serine kinase 4
91409	4	XP_006712900.1	False	CCDC74B coiled-coil domain containing 74B
4756	20	XP_005254465.1	1.0	NEO1 neogenin 1
1841	-24	NP_001158503.1	1.0	DTYMK deoxythymidylate kinase
6614	-67	XP_011527634.1	1.0	SIGLEC1 sialic acid binding Ig like lectin 1
25959	-8	NP_001129663.1	1.0	KANK2 KN motif and ankyrin repeat domains 2
152926	12	XP_016863293.1	1.0	PPM1K protein phosphatase, Mg2+/Mn2+ dependent 1K
114049	-9	XP_006715910.1	1.0	BUD23 BUD23, rRNA methyltransferase and ribosome maturation factor
51693	38	NP_001305456.1	1.0	TRAPPC2L trafficking protein particle complex 2 like
2889	8	XP_011516875.1	1.0	RAPGEF1 Rap guanine nucleotide exchange factor 1
7168	84	XP_016878028.1	1.0	TPM1 tropomyosin 1
55108	51	XP_011539979.1	1.0	BSDC1 BSD domain containing 1
51005	-66	XP_016878754.1	1.0	AMDHD2 amidohydrolase domain containing 2
5214	-18	NP_001309998.1	1.0	PFKP phosphofructokinase, platelet
5154	22	XP_011513718.1	1.0	PDGFA platelet derived growth factor subunit A
7629	8	XP_016866741.1	1.0	ZNF76 zinc finger protein 76
51542	-12	NP_001005739.1	1.0	VPS54 VPS54, GARP complex subunit
148741	-15	NP_001267728.1	False	ANKRD35 ankyrin repeat domain 35
7188	-11	NP_004610.1	1.0	TRAF5 TNF receptor associated factor 5
112802	-82	XP_016874238.1	1.0	KRT71 keratin 71
283748	-17	XP_011519769.1	1.0	PLA2G4D phospholipase A2 group IVD
23640	-46	NP_001123578.1	1.0	HSPBP1 HSPA (Hsp70) binding protein 1
51105	4	XP_011515377.1	1.0	PHF20L1 PHD finger protein 20 like 1
389643	24	XP_011542828.1	1.0	NUGGC nuclear GTPase, germinal center associated
6442	54	XP_016880439.1	False	SGCA sarcoglycan alpha
201965	-28	NP_001294851.1	1.0	RWDD4 RWD domain containing 4
84287	-30	XP_006718088.1	False	ZDHHC16 zinc finger DHHC-type containing 16
283848	-11	XP_016878657.1	False	CES4A carboxylesterase 4A
7568	-3	NP_001190179.1	1.0	ZNF20 zinc finger protein 20
6419	-6	NP_001307606.1	1.0	SETMAR SET domain and mariner transposase fusion gene
51292	-18	NP_001002000.1	1.0	GMPR2 guanosine monophosphate reductase 2
59307	-12	XP_016873589.1	1.0	SIGIRR single Ig and TIR domain containing
8456	17	XP_016880718.1	1.0	FOXN1 forkhead box N1
7936	-5	XP_016866788.1	1.0	NELFE negative elongation factor complex member E
10472	-5	NP_006343.2	1.0	ZBTB18 zinc finger and BTB domain containing 18
3104	-14	XP_016856602.1	1.0	ZBTB48 zinc finger and BTB domain containing 48
284525	8	XP_016856555.1	1.0	SLC9C2 solute carrier family 9 member C2 (putative)
80045	-13	XP_005263553.1	1.0	GPR157 G protein-coupled receptor 157
79750	70	XP_011532424.1	1.0	ZNF385D zinc finger protein 385D
285753	-25	XP_016866261.1	1.0	CEP57L1 centrosomal protein 57 like 1
5918	-4	XP_005247743.3	1.0	RARRES1 retinoic acid receptor responder 1
146722	-15	XP_016879704.1	1.0	CD300LF CD300 molecule like family member f
83985	-73	NP_001135922.1	1.0	SPNS1 sphingolipid transporter 1 (putative)
5648	46	XP_016862359.1	1.0	MASP1 mannan binding lectin serine peptidase 1
4793	-14	XP_006723289.2	1.0	NFKBIB NFKB inhibitor beta
3636	22	XP_016873162.1	1.0	INPPL1 inositol polyphosphate phosphatase like 1
79089	-129	XP_011523502.1	1.0	TMUB2 transmembrane and ubiquitin like domain containing 2
84932	-15	XP_016877200.1	1.0	RAB2B RAB2B, member RAS oncogene family
100131211	-70	XP_005246270.1	False	NEMP2 nuclear envelope integral membrane protein 2
341880	26	XP_016876750.1	False	SLC35F4 solute carrier family 35 member F4
2638	-12	NP_000574.2	1.0	GC GC, vitamin D binding protein
126075	-3	XP_016881744.1	False	CCDC159 coiled-coil domain containing 159
4582	-134	NP_001191221.1	False	MUC1 mucin 1, cell surface associated
8856	-37	NP_148934.1	1.0	NR1I2 nuclear receptor subfamily 1 group I member 2
23492	-59	XP_006724239.1	1.0	CBX7 chromobox 7
837	-4	XP_011541321.1	1.0	CASP4 caspase 4
27300	11	NP_001307696.1	1.0	ZNF544 zinc finger protein 544
51490	75	XP_016870293.1	1.0	SPOUT1 SPOUT domain containing methyltransferase 1
9088	12	NP_872629.1	1.0	PKMYT1 protein kinase, membrane associated tyrosine/threonine 1
9436	-12	NP_001186439.1	1.0	NCR2 natural cytotoxicity triggering receptor 2
2570	-3	XP_011534017.1	1.0	GABRR2 gamma-aminobutyric acid type A receptor rho2 subunit
6733	52	XP_016868052.1	1.0	SRPK2 SRSF protein kinase 2
6546	7	XP_016860236.1	1.0	SLC8A1 solute carrier family 8 member A1
54413	-117	XP_006724726.1	1.0	NLGN3 neuroligin 3
57643	-76	XP_016857402.1	False	ZSWIM5 zinc finger SWIM-type containing 5
285242	37	NP_872395.2	1.0	HTR3E 5-hydroxytryptamine receptor 3E
26151	-5	NP_001292017.1	1.0	NAT9 N-acetyltransferase 9 (putative)
10518	42	NP_001288153.1	1.0	CIB2 calcium and integrin binding family member 2
7746	6	XP_011513177.1	1.0	ZSCAN9 zinc finger and SCAN domain containing 9
84807	-15	XP_011525721.1	1.0	NFKBID NFKB inhibitor delta
8312	5	XP_011520984.1	1.0	AXIN1 axin 1
150209	6	NP_001139760.1	1.0	AIFM3 apoptosis inducing factor, mitochondria associated 3
10250	-30	XP_016855505.1	1.0	SRRM1 serine and arginine repetitive matrix 1
474344	-70	NP_078987.3	1.0	GIMAP6 GTPase, IMAP family member 6
51298	36	XP_011526351.1	False	THEG theg spermatid protein
2987	-7	XP_016856580.1	1.0	GUK1 guanylate kinase 1
57335	-41	NP_001124314.1	1.0	ZNF286A zinc finger protein 286A
11255	-40	XP_016883112.1	1.0	HRH3 histamine receptor H3
55861	57	NP_001041691.2	False	DBNDD2 dysbindin domain containing 2
25827	7	XP_005265074.1	1.0	FBXL2 F-box and leucine rich repeat protein 2
54578	-267	NP_995584.1	1.0	UGT1A6 UDP glucuronosyltransferase family 1 member A6
656	-29	XP_016857644.1	1.0	BMP8B bone morphogenetic protein 8b
157313	5	XP_011542719.1	False	CDCA2 cell division cycle associated 2
83461	-25	NP_001284531.1	False	CDCA3 cell division cycle associated 3
22916	-5	NP_001036005.1	1.0	NCBP2 nuclear cap binding protein subunit 2
222826	20	XP_016865969.1	False	FAM217A family with sequence similarity 217 member A
6954	-5	NP_001248748.1	False	TCP11 t-complex 11
79684	-52	NP_078907.2	1.0	MSANTD2 Myb/SANT DNA binding domain containing 2
64599	-15	XP_016868020.1	1.0	GIGYF1 GRB10 interacting GYF protein 1
30819	7	NP_775285.1	1.0	KCNIP2 potassium voltage-gated channel interacting protein 2
150379	16	XP_011528261.1	1.0	PNPLA5 patatin like phospholipase domain containing 5
4212	-7	NP_758527.1	1.0	MEIS2 Meis homeobox 2
102723899	35	XP_016868378.1	False	LOC102723899 pituitary tumor-transforming gene 1 protein-interacting protein
164668	7	XP_011528292.1	1.0	APOBEC3H apolipoprotein B mRNA editing enzyme catalytic subunit 3H
127281	7	XP_011538966.1	False	FAM213B family with sequence similarity 213 member B
1159	-15	XP_016877391.1	1.0	CKMT1B creatine kinase, mitochondrial 1B
10385	-62	XP_016865655.1	1.0	BTN2A2 butyrophilin subfamily 2 member A2
9398	-62	NP_001243040.1	1.0	CD101 CD101 molecule
402569	8	XP_016867699.1	1.0	KPNA7 karyopherin subunit alpha 7
25884	31	NP_001291346.1	1.0	CHRDL2 chordin like 2
79684	-60	NP_001299850.1	1.0	MSANTD2 Myb/SANT DNA binding domain containing 2
4774	-10	NP_001128145.1	False	NFIA nuclear factor I A
431707	-4	XP_016856806.1	1.0	LHX8 LIM homeobox 8
6550	-9	NP_001271280.1	1.0	SLC9A3 solute carrier family 9 member A3
56957	-45	XP_011508090.1	1.0	OTUD7B OTU deubiquitinase 7B
10524	9	XP_006718484.1	1.0	KAT5 lysine acetyltransferase 5
84867	-32	XP_016873928.1	1.0	PTPN5 protein tyrosine phosphatase, non-receptor type 5
84513	49	XP_011542976.1	1.0	PLPP5 phospholipid phosphatase 5
57326	-12	NP_001304663.1	False	PBXIP1 PBX homeobox interacting protein 1
352954	92	XP_016867648.1	1.0	CASTOR3 CASTOR family member 3
23276	5	XP_005265059.2	1.0	KLHL18 kelch like family member 18
4796	-37	XP_011515350.1	1.0	TONSL tonsoku like, DNA repair protein
2232	-8	NP_001244943.2	False	FDXR ferredoxin reductase
5837	-28	NP_001158188.1	1.0	PYGM glycogen phosphorylase, muscle associated
2275	-24	XP_016856164.1	1.0	FHL3 four and a half LIM domains 3
55210	-48	XP_016857117.1	1.0	ATAD3A ATPase family, AAA domain containing 3A
7716	6	XP_005257701.1	1.0	VEZF1 vascular endothelial zinc finger 1
6257	-4	NP_068811.1	1.0	RXRB retinoid X receptor beta
838	-13	NP_004338.3	1.0	CASP5 caspase 5
25875	-11	XP_006719399.1	False	LETMD1 LETM1 domain containing 1
2912	-182	XP_011531938.1	1.0	GRM2 glutamate metabotropic receptor 2
159013	51	XP_016884791.1	False	CXorf38 chromosome X open reading frame 38
51313	26	NP_001121896.1	False	FAM198B family with sequence similarity 198 member B
51279	16	NP_001284571.1	1.0	C1RL complement C1r subcomponent like
161424	14	XP_011534828.1	1.0	NOP9 NOP9 nucleolar protein
26190	-136	XP_005251970.1	1.0	FBXW2 F-box and WD repeat domain containing 2
199692	-46	NP_001277013.1	1.0	ZNF627 zinc finger protein 627
56947	-50	NP_001263996.1	False	MFF mitochondrial fission factor
